Rainfall_mm,Temperature_C,Humidity_Percent,Elevation_m,Forest_Type,NDVI,Species_Count,Biodiversity_Health_Score,Species_Risk_Level,Ecosystem_Stability_Index
852.17,14.43,76.28,1500.89,Deciduous,0.209,130,29.13,High,29.42
1583.71,10.79,74.41,680.24,Evergreen,0.816,277,59.44,Medium,63.87
2823.07,39.7,83.86,8.57,Deciduous,0.245,356,33.11,High,34.09
2830.25,18.37,36.35,1678.64,Grassland,0.579,154,40.45,High,39.87
1501.79,37.71,50.81,733.46,Evergreen,0.652,79,22.15,High,30.74
2110.36,39.88,75.51,1893.79,Deciduous,0.903,208,42.44,High,54.05
1177.07,28.0,39.57,843.51,Deciduous,0.289,355,24.76,High,22.91
1236.3,11.0,77.43,264.07,Grassland,0.888,132,41.43,High,53.3
580.66,12.45,34.13,1515.15,Grassland,0.941,46,29.45,High,39.89
3638.61,24.45,53.45,1693.46,Semi-Evergreen,0.181,20,35.07,High,29.69
1237.47,22.19,89.27,1357.77,Deciduous,0.897,233,49.43,High,60.78
1296.37,28.19,84.2,1374.11,Semi-Evergreen,0.333,105,28.66,High,32.99
1478.61,23.17,75.13,1768.95,Grassland,0.173,174,28.37,High,27.93
945.93,38.02,90.93,1579.06,Evergreen,0.963,99,38.74,High,55.0
2737.42,26.04,79.65,397.7,Grassland,0.453,79,30.83,High,36.52
763.0,30.81,66.36,591.26,Evergreen,0.661,328,37.25,High,43.73
969.71,36.89,98.58,425.37,Evergreen,0.598,55,25.13,High,38.44
2756.65,14.41,78.64,2079.89,Semi-Evergreen,0.292,483,69.38,Medium,59.78
1688.81,16.89,72.1,1585.8,Semi-Evergreen,0.703,427,62.44,Medium,63.11
2977.82,13.22,58.62,1289.57,Deciduous,0.142,310,48.16,High,38.72
2450.99,14.19,93.17,2395.02,Semi-Evergreen,0.283,308,62.72,Medium,56.99
1396.07,25.38,50.7,977.38,Semi-Evergreen,0.95,420,52.2,Medium,58.39
2777.9,19.64,30.65,1704.32,Semi-Evergreen,0.958,344,61.45,Medium,62.18
906.96,22.7,43.77,223.22,Evergreen,0.534,438,39.93,High,39.57
2377.44,39.47,37.67,2233.21,Semi-Evergreen,0.252,486,41.22,High,33.33
2030.02,14.7,52.33,2085.58,Grassland,0.479,382,52.29,Medium,48.23
1437.56,26.22,87.81,2407.14,Semi-Evergreen,0.889,194,53.91,Medium,63.54
2614.02,12.97,75.61,2653.43,Deciduous,0.163,373,59.95,Medium,49.89
3549.67,19.55,41.83,2274.08,Semi-Evergreen,0.215,371,57.16,Medium,44.26
3996.17,25.83,85.22,2533.47,Grassland,0.906,108,63.42,Medium,70.19
2627.17,38.4,65.3,1036.96,Deciduous,0.474,78,24.34,High,30.39
1916.47,21.74,65.89,1030.01,Grassland,0.175,80,21.93,High,22.15
1288.22,11.95,55.35,2832.9,Evergreen,0.225,425,57.81,Medium,46.87
1399.84,21.64,90.52,2743.72,Evergreen,0.894,261,65.55,Medium,72.18
2178.09,14.37,52.28,1645.49,Deciduous,0.541,302,50.56,Medium,48.38
1785.47,16.9,36.59,1099.68,Evergreen,0.247,244,36.42,High,29.69
3698.35,28.54,51.19,2598.0,Deciduous,0.905,475,73.59,Medium,72.42
1789.03,12.02,80.07,970.23,Semi-Evergreen,0.861,241,58.86,Medium,65.26
1807.06,23.94,76.03,460.91,Deciduous,0.121,387,35.78,High,32.09
1842.37,28.28,43.16,1918.48,Deciduous,0.623,109,30.07,High,34.55
3428.17,22.66,37.82,127.87,Grassland,0.32,34,22.41,High,21.69
2777.76,10.57,76.26,1137.31,Evergreen,0.58,439,73.97,Medium,69.05
2649.59,39.57,77.35,2422.99,Grassland,0.351,384,44.45,High,43.46
1669.5,21.01,55.63,885.65,Semi-Evergreen,0.384,204,33.83,High,33.66
3362.66,33.36,89.0,2793.95,Evergreen,0.642,223,64.1,Medium,65.33
634.27,19.77,98.47,2867.47,Evergreen,0.585,60,46.32,High,52.98
3547.79,24.25,44.4,2447.45,Evergreen,0.456,448,67.79,Medium,57.41
2294.62,21.65,70.39,2962.93,Grassland,0.197,190,41.53,High,36.99
1893.88,20.28,30.37,1592.29,Evergreen,0.972,287,54.44,Medium,57.55
2240.09,10.66,79.91,1707.6,Semi-Evergreen,0.257,215,51.87,Medium,46.93
2835.95,20.8,59.0,2508.5,Deciduous,0.67,269,57.87,Medium,57.32
544.68,36.68,43.53,1478.42,Evergreen,0.174,214,14.58,High,13.79
3550.43,30.71,82.66,1220.16,Semi-Evergreen,0.719,249,58.06,Medium,61.93
2063.59,14.36,86.75,1844.26,Deciduous,0.185,115,40.49,High,38.34
1700.38,27.73,37.78,1972.98,Deciduous,0.307,237,28.18,High,25.42
983.86,36.77,32.87,2252.69,Evergreen,0.682,23,20.59,High,27.76
2038.13,31.0,53.39,2004.6,Deciduous,0.355,468,45.01,High,40.51
2237.13,14.46,73.82,2237.17,Evergreen,0.58,394,70.15,Medium,66.02
1912.76,36.03,85.54,2023.68,Grassland,0.212,24,19.45,High,24.04
2875.31,19.05,68.22,1441.34,Semi-Evergreen,0.282,405,57.43,Medium,49.71
1973.14,23.62,70.65,404.8,Evergreen,0.76,65,39.2,High,47.92
3864.96,25.78,85.99,2356.33,Deciduous,0.132,350,59.18,Medium,50.13
2597.47,35.52,67.02,92.34,Semi-Evergreen,0.201,145,22.11,High,23.0
3326.17,37.95,72.78,2977.5,Grassland,0.293,156,38.99,High,37.71
882.75,37.89,66.14,2485.38,Evergreen,0.118,155,21.75,High,20.79
1890.52,10.24,91.63,2012.73,Deciduous,0.186,333,55.25,Medium,49.39
1678.97,37.66,46.49,2899.82,Semi-Evergreen,0.353,378,39.29,High,35.49
2493.19,11.63,48.48,1837.41,Evergreen,0.184,338,54.72,Medium,42.8
3513.9,17.97,38.96,169.3,Evergreen,0.88,208,56.09,Medium,57.87
774.18,25.45,87.36,1678.15,Deciduous,0.159,162,25.06,High,27.06
754.01,24.4,58.82,831.61,Grassland,0.875,92,25.52,High,39.2
3476.11,28.14,54.35,1108.43,Deciduous,0.841,445,62.52,Medium,63.7
1244.98,24.38,98.69,1378.76,Deciduous,0.191,197,32.58,High,34.63
2840.64,38.03,94.88,2323.8,Semi-Evergreen,0.123,369,49.23,High,44.24
2400.07,17.22,98.04,1508.79,Deciduous,0.145,496,60.68,Medium,53.19
3415.13,18.22,39.96,1424.04,Grassland,0.631,454,61.01,Medium,55.94
937.81,37.62,92.39,905.92,Grassland,0.703,428,39.27,High,49.81
954.24,12.3,53.01,1619.62,Semi-Evergreen,0.659,425,55.25,Medium,54.37
2448.86,28.29,30.89,745.17,Semi-Evergreen,0.587,245,35.19,High,35.59
3812.33,30.45,57.39,782.98,Semi-Evergreen,0.257,297,44.73,High,38.72
1952.49,25.17,65.64,2271.78,Evergreen,0.857,257,58.42,Medium,62.81
1644.3,30.83,37.58,1027.64,Semi-Evergreen,0.395,113,19.45,High,21.24
2623.41,15.18,67.64,154.2,Deciduous,0.988,392,63.65,Medium,69.65
3756.57,35.58,87.36,1031.03,Grassland,0.446,349,50.49,Medium,51.23
3429.25,14.2,56.44,1915.72,Semi-Evergreen,0.337,216,55.83,Medium,48.12
3984.19,22.02,54.69,2441.96,Semi-Evergreen,0.905,472,82.8,Low,79.37
578.99,12.26,53.72,2885.81,Grassland,0.611,469,55.3,Medium,53.45
895.0,26.36,94.62,2238.66,Grassland,0.75,497,58.24,Medium,64.43
2633.14,30.09,33.41,1286.55,Grassland,0.468,83,22.46,High,24.37
3372.02,38.24,61.16,897.36,Semi-Evergreen,0.898,169,45.35,High,53.94
1498.36,32.18,48.52,388.89,Evergreen,0.926,160,33.9,High,44.73
1337.24,26.23,92.57,1883.06,Semi-Evergreen,0.493,250,45.7,High,49.66
3254.42,37.98,36.72,1529.65,Deciduous,0.317,492,43.51,High,36.23
697.34,24.35,58.8,2033.1,Grassland,0.683,264,35.84,High,42.16
1792.84,26.84,58.48,711.4,Semi-Evergreen,0.959,430,55.12,Medium,61.74
2270.33,27.88,92.19,970.93,Deciduous,0.66,322,51.08,Medium,57.09
2461.22,22.3,45.08,876.29,Deciduous,0.959,366,54.53,Medium,59.41
3050.15,35.15,75.14,2392.96,Semi-Evergreen,0.409,296,51.34,Medium,49.26
1741.96,15.56,39.41,513.69,Deciduous,0.924,50,33.62,High,43.18
2644.4,26.65,96.78,1825.42,Deciduous,0.201,482,57.97,Medium,52.37
2548.81,31.67,71.51,154.07,Evergreen,0.423,396,46.62,High,45.74
2416.66,37.12,73.84,1648.58,Semi-Evergreen,0.545,57,32.06,High,38.6
2741.69,36.52,60.36,191.74,Deciduous,0.688,58,24.84,High,34.79
1408.07,25.26,53.96,527.63,Evergreen,0.365,183,28.46,High,29.22
796.27,29.29,44.89,339.08,Evergreen,0.932,375,41.11,High,49.39
917.45,21.83,72.28,1040.18,Evergreen,0.913,468,60.76,Medium,66.64
1286.04,24.05,96.82,1031.19,Semi-Evergreen,0.819,286,52.57,Medium,62.33
2250.69,37.19,55.19,2479.26,Evergreen,0.203,88,28.0,High,25.49
3441.55,37.92,91.82,677.06,Evergreen,0.17,309,45.65,High,42.35
2954.53,36.86,40.41,259.16,Deciduous,0.548,248,28.99,High,31.74
3261.64,14.15,95.53,1810.54,Evergreen,0.789,280,78.9,Medium,79.9
1728.41,35.5,54.53,2062.35,Grassland,0.211,39,12.8,High,14.93
1916.29,38.45,56.58,884.47,Semi-Evergreen,0.677,82,24.33,High,33.65
1877.89,20.84,62.4,1808.44,Evergreen,0.575,320,54.78,Medium,53.53
1171.56,25.56,80.28,2328.17,Evergreen,0.753,189,50.16,Medium,56.81
714.26,33.37,80.38,1042.66,Evergreen,0.492,32,21.29,High,30.81
2568.21,26.86,63.57,1576.06,Semi-Evergreen,0.724,156,46.55,High,51.25
3962.26,39.8,66.62,439.9,Evergreen,0.244,408,48.31,High,42.24
1083.9,23.67,32.1,70.94,Evergreen,0.293,441,32.08,High,27.05
663.4,31.42,51.3,2944.1,Semi-Evergreen,0.913,243,42.85,High,51.11
3228.36,33.78,54.22,899.19,Deciduous,0.396,113,28.75,High,30.18
1384.05,24.82,69.11,836.71,Grassland,0.987,196,39.87,High,53.21
3403.75,35.71,69.08,2919.74,Semi-Evergreen,0.142,367,52.57,Medium,43.31
2963.78,26.38,79.69,2184.7,Evergreen,0.546,376,66.71,Medium,63.71
3809.86,22.35,80.19,1755.89,Evergreen,0.392,175,59.52,Medium,55.33
1931.25,13.23,46.46,2097.97,Deciduous,0.996,140,52.25,Medium,58.85
2816.89,21.8,83.91,2129.78,Evergreen,0.991,399,80.42,Low,83.8
2126.99,32.02,31.37,2290.01,Semi-Evergreen,0.312,190,29.25,High,25.37
2707.06,37.64,80.13,201.57,Evergreen,0.341,217,34.69,High,36.79
2073.6,17.55,37.14,1238.49,Grassland,0.775,188,39.67,High,43.79
1160.21,20.66,81.08,885.39,Grassland,0.901,191,41.68,High,54.27
2277.64,14.62,66.9,211.71,Grassland,0.697,176,41.98,High,47.93
2350.04,30.72,60.61,1237.8,Deciduous,0.878,343,50.27,Medium,56.85
3337.11,38.81,78.35,1848.52,Semi-Evergreen,0.157,229,39.82,High,36.04
3074.32,29.23,32.55,535.49,Grassland,0.676,482,47.67,High,46.54
2823.27,28.51,45.64,915.08,Deciduous,0.73,300,44.77,High,47.58
896.85,26.6,73.15,1917.51,Deciduous,0.271,215,28.56,High,29.96
3022.16,12.65,89.31,1737.97,Evergreen,0.8,289,77.21,Medium,78.08
2251.07,31.89,56.68,2606.36,Deciduous,0.95,206,49.24,High,57.16
3629.35,28.06,48.11,2373.69,Evergreen,0.908,81,57.2,Medium,60.59
3719.55,29.84,66.31,2896.83,Deciduous,0.32,164,48.43,High,43.99
693.05,36.96,73.56,1791.58,Deciduous,0.392,245,23.89,High,29.43
3372.25,33.52,59.41,2095.4,Semi-Evergreen,0.55,136,44.65,High,45.45
631.94,33.43,91.37,2581.52,Deciduous,0.243,422,39.49,High,39.58
1785.09,37.82,66.64,2519.98,Deciduous,0.959,432,55.62,Medium,63.25
2398.05,39.7,32.51,2156.16,Evergreen,0.245,489,42.74,High,33.51
1018.35,27.44,45.61,1500.77,Semi-Evergreen,0.785,225,35.83,High,42.54
3112.1,13.27,61.55,819.62,Deciduous,0.407,375,56.66,Medium,50.99
529.24,23.77,78.84,2631.65,Grassland,0.616,85,31.51,High,40.51
1090.1,33.63,45.38,2329.97,Grassland,0.142,320,21.98,High,18.53
2532.79,10.83,98.34,2513.72,Evergreen,0.285,346,72.26,Medium,64.44
3000.36,11.71,52.3,422.37,Deciduous,0.5,47,37.91,High,38.61
3708.25,12.01,67.27,944.44,Semi-Evergreen,0.709,334,71.18,Medium,68.69
2969.24,31.93,31.33,1274.66,Evergreen,0.8,457,57.99,Medium,56.33
2851.23,25.03,91.94,2515.06,Evergreen,0.127,283,56.92,Medium,49.3
1880.19,21.07,85.22,2678.66,Evergreen,0.237,240,52.21,Medium,47.49
504.5,13.17,43.68,854.68,Deciduous,0.757,29,24.19,High,33.48
920.56,31.97,95.33,2059.29,Grassland,0.832,296,45.29,High,57.3
2370.94,19.63,52.11,233.44,Evergreen,0.313,310,42.68,High,37.77
2862.95,17.96,78.45,1228.72,Evergreen,0.307,23,42.85,High,41.51
1961.07,29.57,87.33,1460.01,Semi-Evergreen,0.179,200,35.11,High,34.53
3057.38,26.77,81.86,2296.9,Deciduous,0.235,104,41.07,High,39.16
2326.52,20.87,94.23,2675.92,Evergreen,0.107,44,44.35,High,40.38
759.62,29.24,90.5,1011.85,Semi-Evergreen,0.631,39,26.83,High,39.22
1172.06,18.14,99.62,1583.22,Evergreen,0.914,218,60.6,Medium,70.45
3439.99,33.84,42.78,1942.34,Semi-Evergreen,0.235,218,37.86,High,31.32
3037.19,16.88,51.33,986.06,Deciduous,0.776,115,47.01,High,50.99
3631.67,14.77,74.54,2956.61,Deciduous,0.616,115,63.94,Medium,62.59
911.45,33.47,81.31,2627.32,Semi-Evergreen,0.946,402,57.12,Medium,66.11
3965.78,31.24,67.42,889.21,Semi-Evergreen,0.818,297,60.45,Medium,63.63
1232.92,15.48,35.17,1523.84,Deciduous,0.867,68,33.87,High,41.5
541.23,13.49,88.91,692.52,Evergreen,0.675,108,41.42,High,50.19
3990.98,35.15,97.26,1543.51,Semi-Evergreen,0.83,25,53.79,Medium,63.49
1483.76,33.3,58.39,2050.0,Semi-Evergreen,0.416,454,44.45,High,42.19
2838.07,19.82,45.74,256.56,Grassland,0.288,430,42.34,High,36.07
1118.39,29.75,31.35,2610.35,Evergreen,0.921,165,40.4,High,46.72
2530.8,13.72,46.61,1781.24,Evergreen,0.761,31,49.75,High,51.88
3664.12,25.21,78.99,2968.81,Semi-Evergreen,0.182,47,48.02,High,42.43
1620.63,10.56,93.81,76.77,Deciduous,0.88,294,57.3,Medium,66.56
2845.89,21.75,36.55,2494.5,Deciduous,0.414,62,35.97,High,33.09
1157.66,12.25,68.73,2375.89,Evergreen,0.368,484,63.51,Medium,55.96
2686.78,24.25,78.69,398.56,Deciduous,0.661,118,40.11,High,47.5
1677.58,22.65,49.35,1005.92,Semi-Evergreen,0.612,162,34.92,High,38.58
1239.23,23.33,69.89,2654.39,Deciduous,0.584,472,56.52,Medium,56.03
1596.14,11.36,80.07,1555.36,Grassland,0.329,311,47.68,High,45.63
1125.94,20.85,88.64,1203.84,Evergreen,0.964,116,50.02,Medium,62.59
3656.71,32.69,61.67,2716.49,Evergreen,0.955,104,61.17,Medium,66.34
1890.15,21.07,82.35,280.03,Semi-Evergreen,0.104,317,37.72,High,33.97
1358.48,31.46,51.12,1419.37,Semi-Evergreen,0.404,110,21.9,High,25.1
2069.43,21.08,44.91,1957.12,Evergreen,0.141,401,47.56,High,36.33
1621.88,22.7,43.11,1825.62,Grassland,0.865,320,46.12,High,51.16
3105.47,26.92,55.12,792.83,Deciduous,0.898,49,39.92,High,49.26
3899.27,38.52,32.51,1689.94,Deciduous,0.566,314,43.93,High,41.48
2033.12,13.27,49.81,2125.69,Grassland,0.856,193,51.45,Medium,55.64
3513.62,10.99,75.66,1754.66,Deciduous,0.733,205,67.13,Medium,67.58
2480.52,28.24,75.35,2053.39,Semi-Evergreen,0.55,49,40.48,High,44.8
1050.32,38.47,35.15,768.24,Deciduous,0.427,270,14.19,High,17.95
2917.18,39.69,50.12,2498.55,Evergreen,0.34,128,35.22,High,32.86
2297.02,24.52,69.87,1349.07,Grassland,0.333,459,48.49,High,44.83
2777.12,24.04,52.3,2961.67,Evergreen,0.606,232,58.77,Medium,55.57
3613.91,29.35,59.26,69.86,Grassland,0.25,237,32.6,High,30.34
2041.52,26.67,79.9,1140.95,Deciduous,0.257,363,41.66,High,39.78
3654.12,29.02,30.65,541.43,Evergreen,0.109,201,32.33,High,22.93
3127.34,36.22,49.35,1666.83,Evergreen,0.652,361,53.79,Medium,52.69
2210.12,32.39,39.97,729.62,Semi-Evergreen,0.995,56,31.83,High,43.59
2611.28,24.91,38.93,2212.43,Semi-Evergreen,0.9,365,60.87,Medium,61.67
1639.53,23.86,97.13,2645.6,Grassland,0.735,169,50.39,Medium,58.98
3942.59,29.19,56.36,632.65,Evergreen,0.807,116,51.32,Medium,55.4
2835.73,23.67,66.9,482.03,Deciduous,0.475,43,31.42,High,35.6
653.46,23.73,81.37,2626.07,Grassland,0.368,344,40.91,High,41.94
1643.18,10.49,33.32,1083.82,Deciduous,0.432,363,43.21,High,38.09
2681.6,15.22,46.87,1303.75,Deciduous,0.173,374,46.3,High,36.45
697.17,24.66,88.25,662.91,Evergreen,0.67,141,36.41,High,46.49
583.59,34.68,90.34,1275.94,Grassland,0.257,105,13.38,High,21.48
2075.08,18.36,56.11,693.9,Deciduous,0.787,180,42.33,High,48.62
1664.42,25.68,56.24,1997.78,Semi-Evergreen,0.271,36,25.11,High,25.12
2034.05,20.35,82.98,1496.63,Evergreen,0.305,263,50.11,Medium,47.21
1419.43,13.14,50.65,2364.18,Semi-Evergreen,0.962,465,70.04,Medium,71.13
1076.51,38.75,38.2,938.18,Grassland,0.195,287,9.41,High,9.87
2912.0,35.64,48.03,1516.79,Semi-Evergreen,0.549,305,43.4,High,42.93
2301.0,12.35,57.11,778.57,Evergreen,0.156,237,43.55,High,35.61
1200.54,31.59,33.65,2803.42,Semi-Evergreen,0.181,416,34.84,High,26.72
1618.56,20.43,63.51,1565.81,Semi-Evergreen,0.67,25,35.98,High,42.64
2571.33,39.85,81.8,520.39,Deciduous,0.668,470,48.65,High,54.07
752.8,19.07,65.96,818.3,Grassland,0.274,400,33.21,High,32.25
1016.09,17.16,35.03,248.71,Semi-Evergreen,0.885,286,39.54,High,45.84
756.36,27.04,60.81,83.45,Semi-Evergreen,0.732,254,30.72,High,39.95
3343.11,35.05,79.62,1577.77,Semi-Evergreen,0.371,403,55.09,Medium,51.66
3133.43,15.78,34.07,1011.37,Evergreen,0.324,143,42.26,High,35.13
3136.6,31.28,34.19,2891.32,Grassland,0.779,79,40.16,High,43.79
3007.14,11.84,55.94,513.99,Semi-Evergreen,0.76,29,46.95,High,51.24
2842.85,37.57,43.65,2381.74,Deciduous,0.234,478,44.02,High,35.74
2169.47,12.43,95.43,947.91,Evergreen,0.414,35,46.83,High,49.11
2747.97,37.43,70.69,670.61,Semi-Evergreen,0.295,103,25.5,High,28.0
634.27,24.72,50.11,2908.91,Evergreen,0.365,445,48.02,High,42.37
2675.13,23.44,79.33,2407.73,Deciduous,0.359,191,47.84,High,46.29
3222.57,39.2,56.25,1891.86,Semi-Evergreen,0.978,166,49.19,High,57.7
2251.25,39.71,39.25,2091.36,Semi-Evergreen,0.775,476,50.89,Medium,51.95
1751.3,29.51,46.61,2974.14,Evergreen,0.802,119,45.12,High,49.56
1470.99,13.81,74.99,1779.62,Evergreen,0.35,290,52.54,Medium,48.76
2749.81,25.19,33.63,305.7,Evergreen,0.1,234,29.41,High,21.12
2924.8,25.87,49.09,194.6,Semi-Evergreen,0.152,104,24.34,High,20.93
3548.39,25.43,44.58,1999.82,Semi-Evergreen,0.598,58,44.65,High,44.4
1698.17,27.08,44.08,1972.8,Semi-Evergreen,0.357,24,22.97,High,23.8
3194.2,10.56,77.79,2244.52,Semi-Evergreen,0.274,105,55.62,Medium,49.62
2464.75,31.34,87.81,326.34,Evergreen,0.145,306,39.72,High,37.05
3589.93,31.37,80.11,2834.71,Evergreen,0.888,226,70.98,Medium,74.36
2347.34,13.46,75.2,1653.48,Semi-Evergreen,0.64,431,69.25,Medium,66.93
2311.7,27.11,94.15,1948.67,Semi-Evergreen,0.197,57,36.1,High,36.58
2522.57,27.05,34.09,104.56,Deciduous,0.79,275,37.09,High,41.87
3122.6,30.47,41.72,2882.92,Evergreen,0.78,199,56.45,Medium,56.31
3876.42,12.56,59.01,1687.78,Deciduous,0.36,418,67.58,Medium,57.24
757.47,28.8,56.07,1690.09,Evergreen,0.27,38,18.05,High,20.13
687.02,18.42,59.26,2830.67,Semi-Evergreen,0.833,182,47.86,High,53.96
3781.43,25.21,44.45,2788.05,Grassland,0.397,485,63.15,Medium,52.86
2354.56,33.2,40.47,660.9,Deciduous,0.863,221,34.74,High,42.76
2652.16,31.17,65.64,2793.3,Deciduous,0.139,290,41.8,High,35.22
2188.48,13.57,94.96,2209.86,Evergreen,0.549,389,73.86,Medium,70.97
827.8,27.74,57.44,56.7,Evergreen,0.262,107,14.8,High,17.87
3188.31,39.07,33.03,719.53,Deciduous,0.705,194,30.57,High,35.27
3115.29,14.7,79.43,1238.94,Semi-Evergreen,0.997,459,82.14,Low,84.5
1590.96,35.59,50.38,1748.47,Semi-Evergreen,0.471,262,31.7,High,33.35
1571.84,31.08,47.16,2103.99,Deciduous,0.19,167,21.46,High,19.48
3432.44,33.22,52.7,630.63,Grassland,0.386,478,45.69,High,41.58
753.25,18.46,80.67,2510.1,Grassland,0.902,284,53.16,Medium,62.28
3583.87,18.64,87.32,2537.15,Grassland,0.789,24,58.76,Medium,64.64
1398.32,37.18,71.16,1905.0,Deciduous,0.309,158,22.47,High,26.26
2575.45,20.79,52.57,2763.28,Semi-Evergreen,0.958,393,71.78,Medium,72.54
3775.98,11.89,51.73,2438.95,Grassland,0.66,122,58.75,Medium,56.67
2873.43,28.02,38.7,664.87,Semi-Evergreen,0.251,366,38.51,High,31.56
1950.5,13.74,95.33,2396.03,Deciduous,0.615,277,62.68,Medium,64.65
2913.37,33.9,74.67,2859.61,Evergreen,0.506,199,53.53,Medium,52.87
1703.93,29.25,31.89,412.82,Grassland,0.838,265,29.39,High,37.24
1470.4,36.24,76.37,2936.09,Grassland,0.41,167,30.59,High,34.92
3988.39,33.55,61.3,74.98,Semi-Evergreen,0.887,40,41.84,High,51.26
3127.77,13.36,98.08,1566.5,Deciduous,0.831,326,75.13,Medium,78.55
2756.52,21.43,87.33,2321.68,Grassland,0.707,177,56.06,Medium,60.92
1743.51,33.24,41.99,2371.31,Grassland,0.333,195,24.1,High,23.76
672.06,22.52,80.41,2204.02,Deciduous,0.973,276,51.44,Medium,62.62
608.7,39.17,63.99,1588.05,Deciduous,0.594,438,33.3,High,39.14
2439.63,32.07,43.09,1952.89,Deciduous,0.917,429,55.16,Medium,58.63
3167.11,10.46,78.91,2099.8,Evergreen,0.294,499,78.98,Medium,66.59
2380.83,36.4,68.32,1483.62,Semi-Evergreen,0.985,284,51.88,Medium,61.46
3442.75,13.02,32.13,1787.05,Deciduous,0.834,132,54.55,Medium,54.81
616.99,14.22,75.26,2539.1,Grassland,0.954,187,50.1,Medium,60.52
1783.63,32.03,74.45,938.64,Evergreen,0.291,40,23.99,High,27.39
1329.75,35.95,40.09,1569.62,Evergreen,0.488,99,21.36,High,25.01
2065.46,26.09,54.43,25.44,Semi-Evergreen,0.188,415,35.34,High,30.18
753.32,18.67,71.01,2062.31,Evergreen,0.223,247,39.69,High,36.38
3839.46,20.54,39.71,586.16,Deciduous,0.356,56,33.39,High,30.44
1281.39,20.29,89.69,1443.0,Evergreen,0.956,110,52.45,Medium,64.27
3728.08,19.8,31.92,630.62,Semi-Evergreen,0.7,346,57.41,Medium,53.81
1990.63,17.29,37.2,70.6,Evergreen,0.383,497,48.82,High,41.5
3949.33,28.27,38.13,1449.66,Deciduous,0.959,171,52.41,Medium,56.94
2439.2,37.01,66.97,1274.5,Deciduous,0.766,197,38.15,High,46.78
3757.92,19.21,73.41,1275.45,Evergreen,0.916,201,70.37,Medium,73.6
518.72,15.6,58.26,626.42,Semi-Evergreen,0.934,497,55.98,Medium,61.77
3118.84,35.16,50.21,2841.61,Evergreen,0.776,487,69.81,Medium,66.77
3660.68,32.25,86.65,10.52,Grassland,0.319,129,32.47,High,35.69
989.02,37.93,34.78,2674.64,Semi-Evergreen,0.997,379,44.9,High,52.05
836.44,14.97,49.62,2210.71,Grassland,0.393,128,28.48,High,29.24
1986.0,14.33,32.74,516.22,Evergreen,0.705,175,42.4,High,43.51
3767.88,26.24,30.97,1416.58,Evergreen,0.86,279,60.19,Medium,59.17
2398.35,28.43,54.74,2966.55,Deciduous,0.258,415,49.48,High,41.67
2346.1,24.41,43.64,1931.09,Semi-Evergreen,0.648,86,38.78,High,41.27
993.94,27.97,48.79,382.13,Evergreen,0.438,440,36.86,High,35.99
502.76,15.41,87.47,1372.93,Deciduous,0.32,279,37.97,High,39.67
3335.49,24.39,41.41,1404.61,Semi-Evergreen,0.111,290,41.43,High,30.86
806.51,29.74,84.62,2406.79,Evergreen,0.885,431,61.61,Medium,68.37
2718.47,22.98,77.25,2748.49,Semi-Evergreen,0.222,56,42.65,High,39.33
3701.16,30.38,52.85,246.72,Grassland,0.89,412,55.39,Medium,59.6
1230.28,23.54,68.26,942.11,Semi-Evergreen,0.641,289,42.13,High,46.97
2828.45,20.01,61.11,895.31,Grassland,0.659,142,41.88,High,46.18
775.45,19.11,38.99,2988.14,Evergreen,0.846,243,50.95,Medium,53.52
2613.14,22.33,93.5,1677.68,Evergreen,0.558,214,59.17,Medium,60.68
1073.76,10.69,69.87,2639.49,Evergreen,0.422,386,61.59,Medium,55.95
3075.84,30.06,91.62,1278.1,Semi-Evergreen,0.225,401,54.24,Medium,49.55
1554.31,35.35,87.67,2168.17,Semi-Evergreen,0.613,101,36.45,High,45.16
2121.87,20.64,35.58,859.76,Evergreen,0.598,69,33.6,High,35.38
2598.01,11.38,44.51,2735.36,Deciduous,0.365,97,44.74,High,39.27
1099.46,39.6,40.17,1365.44,Deciduous,0.64,44,10.8,High,21.02
3095.73,17.91,88.15,2411.18,Grassland,0.495,314,63.88,Medium,61.81
1559.24,13.8,90.37,767.45,Deciduous,0.825,45,43.22,High,54.99
2818.3,21.09,66.96,2080.81,Evergreen,0.604,79,51.75,Medium,52.69
1053.99,32.16,37.29,1215.48,Semi-Evergreen,0.94,327,38.49,High,46.66
2908.41,18.82,39.49,94.32,Evergreen,0.566,89,37.78,High,38.16
948.66,27.24,86.95,1239.02,Deciduous,0.899,173,39.83,High,53.76
1988.75,22.47,95.04,1650.06,Semi-Evergreen,0.568,67,44.37,High,50.76
1365.22,13.53,43.96,455.28,Grassland,0.602,73,25.01,High,30.67
3119.31,19.91,30.78,551.74,Grassland,0.43,390,43.64,High,37.99
1417.12,31.75,53.17,1394.59,Grassland,0.46,444,36.08,High,36.57
3586.01,28.36,32.13,1028.19,Deciduous,0.94,391,57.39,Medium,59.14
3621.37,13.59,87.96,1322.22,Grassland,0.301,404,65.4,Medium,58.52
1187.54,14.9,64.41,1382.48,Semi-Evergreen,0.209,133,31.24,High,29.22
2648.46,29.22,74.93,420.23,Deciduous,0.847,296,49.24,High,57.49
807.01,34.4,58.8,543.58,Semi-Evergreen,0.619,481,37.36,High,41.81
1870.38,20.48,54.19,2544.5,Deciduous,0.356,129,36.07,High,34.4
